permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-6716,Issued,Solar-SolarAPP,11/3/2025,11/03/2025,"100 Goodwin Ln Penngrove [PEN]",047-041-057,$524.91,$0.00,"Install (25) roof mount solar panels at 10.25 kW and 1 battery"
BLD25-6717,Issued,Solar-SolarAPP,11/3/2025,11/03/2025,"554 Shady Acres Ln Kenwood [KEN]",051-020-016,$644.91,$0.00,"Dan Tran Solar Application"
BLD25-6718,Issued,Solar-SolarAPP,11/3/2025,11/03/2025,"4054 Woolsey Rd Santa Rosa [SRO]",057-040-028,$524.91,$0.00,"11.75kW (29) Panel Roof mount PV System w/ (2) ESS w/ PCS"
BLD25-6722,Issued,Solar-SolarAPP,11/3/2025,11/03/2025,"8401 Brand Ln Penngrove [PEN]",047-201-004,$524.91,$0.00,"2.84kW (7) Panel Roof mount PV System w/ ESS"
BLD25-6724,Issued,Solar-SolarAPP,11/3/2025,11/03/2025,"4321 Daywalt Rd Sebastopol [SEB]",062-070-024,$524.91,$0.00,"2.87kW (7) Panel Roof mount PV System w/ ESS w/ PCS"
BLD25-6756,Issued,Solar-SolarAPP,11/4/2025,11/04/2025,"4589 Todd Rd Sebastopol [SEB]",063-180-019,$539.91,$0.00,"PV System of 15.34KW-DC (35) modules de 440W, 1 Tesla Inverter/Battery and 1 Expansion Unit"
BLD25-6757,Issued,Solar-SolarAPP,11/4/2025,11/04/2025,"21012 Pelican Loop Bodega Bay [BBY]",100-450-033,$524.91,$0.00,"SYSTEM SIZE: 4.150 KW DC 2.900 KW AC MODULE TYPE & AMOUNT: (10) Q.PEAK DUO BLK ML-G10+ 415W MODULES MODULE DIMENSIONS: (L/W/H) 74.0""/41.1""/1.26"" MICRO-INVERTER: (10) ENPHASE IQ8PLUS-72-2-US [240V] MICROINVERTERS"
BLD25-6758,Issued,Solar-SolarAPP,11/4/2025,11/04/2025,"14902 Melody Ave Forestville [FOR]",071-050-032,$524.91,$0.00,"8.51kW (21) Panel Roof mount PV System w/ ESS w/ PCS."
BLD25-6762,Issued,Solar-SolarAPP,11/4/2025,11/04/2025,"18050 7th St E Sonoma [SON]",127-540-028,$524.91,$0.00,"Rooftop Mounted Solar Energy System PV+ST 17 REC460AA Pure-RX solar modules 2 1707000-XX-Y {240V, 11.5kW} inverters 2 1707000-XX-Y {11.5kW} ESS System Size: 7.82 kW DC (23 kW AC)"
BLD25-6785,Issued,Solar-SolarAPP,11/5/2025,11/05/2025,"5381 Volkerts Rd Twin Hills [TWI]",062-113-007,$524.91,$0.00,"ROOF MOUNTED PHOTOVOLTAIC SYSTEM SIZE: 6.16 kW-DC/ 11.50 kW- AC WITH INSTALLING ENERGY STORAGE SYSTEM SIZE: 13.50 kWh. 14 - SILFAB SIL-440 QD SOLAR MODULE, 1 - TESLA POWERWALL 3 (INVERTER+ESS), 1 - 200A TESLA BACKUP SWITCH AND 1 - ESS DISCONNECT SWITCH"
BLD25-6825,Issued,Solar-SolarAPP,11/6/2025,11/06/2025,"22165 Umland Cir Timber Cove [TIM]",109-420-017,$524.91,$0.00,"ROOFMOUNTED SOLAR SYSTEM SIZE: 7.92 kW-DC/11.50 kW-AC WITH INSTALLING ESS SYSTEM SIZE: 13.50 kWh 18- JA SOLAR JAM54D41-440/MB SOLAR MODULES, 1- TESLA POWERWALL 3 (INVERTER+ESS), 1- 200A TESLA BACKUP SWITCH, 1- ESS DISCONNECT SWITCH"
BLD25-6836,Issued,Solar-SolarAPP,11/7/2025,11/07/2025,"701 Amherst Cir Agua Caliente [AGU]",052-830-035,$524.91,$0.00,"10.94kW (27) Panel Roof mount PV System w/ ESS."
BLD25-6837,Issued,Solar-SolarAPP,11/7/2025,11/07/2025,"3444 Warm Springs Rd Glen Ellen [GLE]",053-160-022,$524.91,$0.00,"Install (29) roof mount solar panels at 11.89 kW and 2 batteries."
BLD25-6852,Issued,Solar-SolarAPP,11/7/2025,11/07/2025,"6676 Lower Ridge Rd Mark West Springs [MWS]",028-360-013,$454.00,$0.00,"34 REC460AA Pure-RX solar modules 34 IQ8X-80-M-US {240V} microinverters System Size: 15.64 kW DC (12.92 kW AC)"
BLD25-6853,Issued,Solar-SolarAPP,11/7/2025,11/07/2025,"664 Craig Ave Agua Caliente [AGU]",052-740-034,$524.91,$0.00,"Rooftop Mounted Solar Energy System PV+ST 15 DNA-120-MF10-460W solar modules 1 1707000-XX-Y {10kW} inverter 1 1707000-XX-Y {7.6kW} ESS New Busbar count - 1 System Size: 6.9 kW DC (10 kW AC)"
BLD25-6867,Issued,Solar-SolarAPP,11/8/2025,11/08/2025,"1403 Schaeffer Rd Twin Hills [TWI]",063-280-041,$524.91,$0.00,"Installation of Rooftop 13.8 kW Solar System with 30 kWh ESS. Scope of work includes (30) REC Solar REC460AA RX panels, (30) Enphase IQ8X microinverters, (2) Franklin aPower 15 kWh batteries and (1) Franklin aGate ATS"
BLD25-6878,Issued,Solar-SolarAPP,11/10/2025,11/10/2025,"2855 Old Gravenstein Hwy Sebastopol [SEB]",063-130-021,$629.91,$0.00,"2855 Old Gravenstein Hwy - Install 21.56 kW PV system (24 panels on main residence and 25 panels on secondary residence). Install 54 kWh energy storage system, including 2 Powerwall 3s and expansion units on a new concrete pad; 50 ft trench."
BLD25-6884,Issued,Solar-SolarAPP,11/10/2025,11/10/2025,"690 King Rd Petaluma [PET]",113-120-053,$524.91,$0.00,"Rooftop Mounted Solar Energy System PV+ST 11 Q.TRON BLK M-G2+ 430 solar modules 1 Q.TRON BLK M-G2.H1+/AC 430 {240V} inverter 1 1707000-XX-Y {11.5kW} ESS New Busbar count - 2 System Size: 4.73 kW DC (3.84 kW AC)"
BLD25-6902,Issued,Solar-SolarAPP,11/11/2025,11/11/2025,"575 W Dry Creek Rd Healdsburg [HEA]",089-150-015,$524.91,$0.00,"5kw roof mount solar with energy storage system"
BLD25-6913,Issued,Solar-SolarAPP,11/11/2025,11/11/2025,"3950 I St Petaluma [PET]",019-260-009,$454.00,$0.00,"13kw roof mount solar array(existing solar and ess)"
BLD25-6953,Issued,Solar-SolarAPP,11/13/2025,11/13/2025,"110 Theresa Dr Cloverdale [CLO]",117-020-022,$524.91,$0.00,"PV Roof Mount 15 modules, 11.5kW, Existing 100A/200BUSS; Tesla Powerwall 3"
BLD25-6969,Issued,Solar-SolarAPP,11/13/2025,11/13/2025,"10 Chelsea Dr Windsor [WIN]",058-253-001,$524.91,$0.00,"4.510 KW DC ROOF MOUNT SOLAR PV SYSTEM WITH 11 HANWHA QCELLS: Q.PEAK_DUO_BLK_ML-G10+ 410W PV MODULES WITH 04 TESLA: MCI-2 RAPID SHUTDOWN DEVICE WITH 01 TESLA POWERWALL 3 [(1707000-21-M) (5.8KW) (240V)] INTEGRATED SOLAR & BATTERY 13.5kWH [SI1-SB] 01 TESLA POWERWALL 3 [(1807000-21-M) (EXPANSION)] BATTERY 13.5kWH [SI1-SB] DERATE MAIN BREAKER FROM 200A MAIN BREAKER TO 175A MAIN BREAKER"
BLD25-7004,Issued,Solar-SolarAPP,11/16/2025,11/16/2025,"8183 Appian Way Forestville [FOR]",084-100-049,$524.91,$0.00,"Roof Mount PV System with Storage"
BLD25-7043,Issued,Solar-SolarAPP,11/18/2025,11/18/2025,"340 Fairway Dr Rincon Valley [RIN]",031-220-008,$524.91,$0.00,"13.77kW (34) Panel Roof mount PV System w/ (2) ESS w/ PCS."
BLD25-7044,Issued,Solar-SolarAPP,11/18/2025,11/18/2025,"1636 Moraga Dr Santa Rosa [SRO]",044-162-006,$524.91,$0.00,"PV Roof Mount 13 modules, 11.5kW, New Main 125A/225BUSS; Tesla Powerwall 3"
BLD25-7075,Issued,Solar-SolarAPP,11/19/2025,11/19/2025,"17365 Buena Vista Ave Agua Caliente [AGU]",056-262-027,$524.91,$0.00,"Installing Roof Mounted Solar & ESS"
BLD25-7091,Issued,Solar-SolarAPP,11/20/2025,11/20/2025,"1798 Wood Rd Santa Rosa [SRO]",034-050-043,$524.91,$0.00,"3.52kw PV system with 16kwh battery backup. (8) 440w modules, (1) 12kw inverter with power control systems backing up existing subpanel in home"
BLD25-7095,Issued,Solar-SolarAPP,11/20/2025,11/20/2025,"631 Vista Grande Pl Windsor [WIN]",039-100-008,$524.91,$0.00,"12.32kw PV system mounted on rooftop with 27kwh battery storage system. (12) 440W modules"
BLD25-7179,Issued,Solar-SolarAPP,11/25/2025,11/25/2025,"3163 Juniper Ave Bellevue [BEL]",134-074-005,$524.91,$0.00,"11.440 KW DC PV, 15.0 KWH ESS, (26) Solar Modules, (26) Micro Inverters, (3) ESS Batteries, (1) System Controller, (1) Combiner, (2) AC Disconnect, (1) Heat Alarm, (1) Meter Collar, (1) ESS Disconnect Switch"
BLD25-7210,Issued,Solar-SolarAPP,11/26/2025,11/26/2025,"5537 Windsor Rd Windsor [WIN]",066-260-037,$524.91,$0.00,"Rooftop Mounted Solar Energy System PV+ST 19 JAM54S31-405/MR solar modules 1 1707000-XX-Y {10kW} inverter 1 1707000-XX-Y {10kW} ESS System Size: 7.7 kW DC (10 kW AC)"
BLD25-7215,Issued,Solar-SolarAPP,11/26/2025,11/26/2025,"414 Thompson Ln Petaluma [PET]",021-152-032,$524.91,$0.00,"NEW PHOTOVOLTAIC PITCHED ROOF MOUNTED SYSTEM - 7.790 KW DC/7.184 KW CEC AC & ENERGY STORAGE SYSTEM - 16.12 KWH"
BLD25-7220,Issued,Solar-SolarAPP,11/26/2025,11/26/2025,"4728 Snyder Ln Penngrove [PEN]",045-222-019,$524.91,$0.00,"NEW PHOTOVOLTAIC PITCHED ROOF MOUNTED SYSTEM - 12.300 KW DC/11.343 KW CEC AC & ENERGY STORAGE SYSTEM - 16.12 KWH"
BLD25-7224,Issued,Solar-SolarAPP,11/26/2025,11/26/2025,"6346 Bennett Valley Rd Bennett Valley [BEN]",049-010-069,$524.91,$0.00,"NEW PHOTOVOLTAIC PITCHED ROOF MOUNTED SYSTEM - 4.920 KW DC/4.538 KW CEC AC & ENERGY STORAGE SYSTEM - 8.06 KW"
WEL25-0415,"Resubmittal Received","Well Permit",11/4/2025,,"326 Mark West Station Rd Windsor [WIN]",059-284-002,$2483.69,$0.00,"Geo exchange, Geothermal Heating & Cooling"
WEL25-0416,,,11/4/2025,,"101 Wilson St Petaluma [PE]",007-081-014,$628.48,$0.00,"5 geotechnical borings - residential"
WEL25-0417,"Resubmittal Requested","Well Permit",11/5/2025,,"3571 Adobe Rd Petaluma [PET]",017-130-008,$623.81,$0.00,"Drill 200' Deep Well Anode- cathodic protection well"
WEL25-0418,"Resubmittal Requested","Well Permit",11/5/2025,,"23105 Millerick Rd Sonoma [SON]",128-445-006,$790.17,$0.00,"Out Of Water Replacement Residential Well"
WEL25-0419,Issued,"Well Permit",11/6/2025,12/03/2025,"21101 Burndale Rd Sonoma [SON]",126-062-007,$1766.17,$0.00,"Drill and construct a new Class 1 water supply well to supplement the existing well"
WEL25-0420,"Waiting for Other Approvals","Well Permit",11/7/2025,,"6195 Lakeville Hwy Lakeville [LAK]",068-060-003,$523.99,$0.00,"Drill and construct a new Dual-nested groundwater monitoring well on Old Lakeville Rd No 2 in the county right-of-way"
WEL25-0421,Issued,"Well Permit",11/7/2025,12/02/2025,"4765 Burnside Rd Twin Hills [TWI]",073-050-010,$1727.17,$0.00,"Drill and construct a new water supply well to supplement the existing well"
WEL25-0423,Finaled,"Well Permit",11/10/2025,11/26/2025,"321 S Cloverdale Blvd Cloverdale [CL]",001-440-052,$1188.25,$0.00,"(8) CPT Borings"
WEL25-0424,Issued,"Well Permit",11/12/2025,11/19/2025,"5300 Denver Ln Twin Hills [TWI]",062-032-020,$1880.13,$0.00,"NEW RESIDENTIAL, CLASS II WELL TO REPLACE EXISTING FAILING WELL. .66 ACRES - ZONE 2"
"WEL25-0425 Ready for Plan",Check,"Well Permit",11/12/2025,,"2150 Adobe Rd Penngrove [PEN]",136-130-001,$790.17,$0.00,"Drill and construct a new water supply well and destruct the existing well"
"WEL25-0426 Ready for Plan",Check,"Well Permit",11/13/2025,,"4663 Hillsborough Dr Penngrove [PEN]",136-480-016,$790.17,$0.00,"Drill and construct a new water supply well for property development"
WEL25-0427,"Resubmittal Received","Well Permit",11/13/2025,,"4151 Mark West Station Rd Windsor [WIN]",066-280-047,$623.81,$0.00,"drilling cathodic protection well 230 feet deep x 10 inch diameter"
WEL25-0429,"Resubmittal Requested","Well Permit",11/14/2025,,"2145 Goldleaf Ln Santa Rosa [SR]",034-750-007,$623.81,$0.00,"Drill Cathodic Protection Anode Well 230 FT deep x 10 Inch Diameter"
WEL25-0430,"Resubmittal Received","Well Permit",11/14/2025,,"2070 W Steele Ln Santa Rosa [SR]",015-741-002,$623.81,$0.00,"Drill Cathodic Protection Anode Well 260 FT Deep x 10 Inch Diameter"
WEL25-0431,"Resubmittal Requested","Well Permit",11/14/2025,,"211 Lincoln St Santa Rosa [SR]",010-111-008,$623.81,$0.00,"Drill Cathodic Protection Anode Well 260 FT Deep x 10 Inch Diameter"
WEL25-0432,"Resubmittal Requested","Well Permit",11/14/2025,,"3535 Sonoma Ave Santa Rosa [SR]",013-093-004,$623.81,$0.00,"Drilling Cathodic Protection Anode Well 260 FT Deep x 10 Inch Diameter"
WEL25-0433,"Resubmittal Requested","Well Permit",11/14/2025,,"7945 River Rd Forestville [FOR]",083-020-093,$623.81,$0.00,"Drill Cathodic Protection Anode Well 260 FT Deep x 10 Inch Diameter"
WEL25-0434,"Resubmittal Received","Well Permit",11/14/2025,,"1533 Laguna Rd Graton [GRA]",130-411-024,$623.81,$0.00,"Drill Cathodic Protection Anode Well 260 FT Deep x 10 Inch Diameter - Well location is 38.453881, -122.846744 ENC25-0316"
WEL25-0435,"Pre- Due","Well Permit",11/17/2025,,"1265 Fulton Rd Santa Rosa [SR]",034-110-089,$1050.48,$0.00,"(2) Geotech Borings to Maximum Depths of 50 FT using truck-mounted drill rig equipped with 8"" diameter augers and backfill with neat cement grout to their entire depth via tremie"
WEL25-0435,"Pre- Due","Well Permit",11/17/2025,,"1265 Fulton Rd Santa Rosa [SR]",034-110-089,$1050.48,$0.00,"(2) Geotech Borings to Maximum Depths of 50 FT using truck-mounted drill rig equipped with 8"" diameter augers and backfill with neat cement grout to their entire depth via tremie"
WEL25-0435,"Pre- Due","Well Permit",11/17/2025,,"1265 Fulton Rd Santa Rosa [SRO]",034-110-089,$1050.48,$0.00,"(2) Geotech Borings to Maximum Depths of 50 FT using truck-mounted drill rig equipped with 8"" diameter augers and backfill with neat cement grout to their entire depth via tremie"
WEL25-0436,"Resubmittal Requested","Well Permit",11/17/2025,,"1265 Fulton Rd Santa Rosa [SR]",034-110-089,$628.48,$0.00,"(6) Cone Penetration Tests (CPTs) to Maximum Depths of 100 FT using 2"" diameter probe & backfill with neat cement grout via tremie"
WEL25-0437,"Resubmittal Requested","Well Permit",11/17/2025,,"1287 Fulton Rd Santa Rosa [SR]",034-110-090,$628.48,$0.00,"(1) Cone Penetration Test (CPT) to Maximum Depth of 100 FT using 2"" diameter prove & backfill with neat cement grout to its entire depth via tremie"
WEL25-0438,Issued,"Well Permit",11/17/2025,12/03/2025,"1170 I St Petaluma [PE]",019-193-029,$1050.48,$0.00,"(1) Cone Penetration Test (CPT) to an approximate depth of 50 FT below ground surface. A 2-inch diameter cone will be utilized & backfill with neat cement grout via tremie pipe"
WEL25-0439,"Pre- Due","Well Permit",11/17/2025,,"450 Violetti Rd Santa Rosa [SR]",013-191-011,$1050.48,$0.00,"Drill (2) CPT's & (1) Boring in Vicinity to Spring Lake to Determine the Likelihood of Slope/Pipe Failure Related to Strong Earth Shaking. Information will be used to inform a relocation of 27"" water supply pipe to the Sonoma Valley"
WEL25-0440,"Resubmittal Requested","Well Permit",11/18/2025,,"1178 Clover Dr Santa Rosa [SR]",010-521-009,$790.17,$0.00,"*Emergency* (N) Class I Water Well with 100ft Seal & Abandon (E) Old Steel Well"
"WEL25-0441 Ready for Plan",Check,"Well Permit",11/18/2025,,"Kenwood [KEN]",030-060-007,$829.17,$0.00,"NEW CLASS 1 WATER WELL AS SOURCE OF WATER FOR FUTURE HOME DEVELOPMENT. ZONE 4, 157.88 ACRES"
"WEL25-0442 Ready for Plan",Check,"Well Permit",11/19/2025,,"6745 Roberts Ranch Ln Penngrove [PEN]",047-111-044,$829.17,$0.00,"New 5 inch PVC Class I water well. No existing well on property, currently hooked to shared well. The parcel the well will to be located on is 047-111-053"
WEL25-0443,Issued,"Well Permit",11/19/2025,12/03/2025,"1500 Copperhill Pky A Santa Rosa [SRO]",059-250-011,$699.98,$0.00,"Abandon old 8"" x 106ft steel well"
"WEL25-0444 Ready for Plan",Check,"Well Permit",11/21/2025,,"3300 Mill Creek Rd Healdsburg [HEA]",110-060-010,$790.17,$0.00,"Drill & Construct (N) Class I Water Supply Well"
"WEL25-0445 Ready for Plan",Check,"Well Permit",11/26/2025,,"Geyserville [GEY]",090-220-035,$790.17,$0.00,"Drill & Construct Class I Well on Vacant Lot"
